,id,sentence,price,quality,environment,service,other
3674,2481,value for money place  taste is good for the price you pay ,Positive,Positive,,,
3675,2481,a must try is there malai kofta and methi malai paneer  which are really tasty ,,Positive,,,
3676,2481,ambience is not very good  but food is good in taste ,,Positive,Negative,,
3677,2482,we wouldn t have found this gem of a place if we hadn t been at the mall opposite and looking for a place to have lunch ,,,Positive,,
3678,2482,more than a month since we visited  but it was such a treat ,,Positive,,,
3679,2482,the place is tiny  right on the road but still can be missed out if you are not looking for it ,,,Negative,,
3680,2482,the menu is pretty extensive  but going by our love for pork  we dove right into the traditional pork dishes on offer ,,Positive,,,
3681,2482,we ordered soba noodles with pork and veggies  naga pork curry  which came with rice  and then added some smoked fried pork with bamboo shoots ,,,,,
3682,2482,the noodles were alright  but had sort of a maggi consistency   but there was enough pork to enhance the flavor ,,Neutral,,,
3683,2482,the naga pork curry was a revelation   spicy but so full of flavor  my daughter who is averse to spices ate a fair bit ,,Positive,,,
3684,2482,the fried pork was delicious too  but an overkill  going by how we were already full with the first two dishes ,,Positive,,,
3685,2482,we had ordered the flavored beer they have  which was refreshing but relatively overpriced ,Negative,Positive,,,
3686,2482,but just for the food  i think we need to visit again ,,Positive,,,
3687,2482,highly recommended for the cuisine they have on offer ,,Positive,,,
3688,2483,been here with office colleagues  overall a good place to hangout with a gang ,,,,,Positive
3689,2483,but the sitting arrangements during day time is very tight as people would want to dine inside rather than out in the hot sun ,,,Negative,,
3690,2483,the food was excellent in taste  the chicken dum biriyani had a very different taste and i loved it ,,Positive,,,
3691,2484,its been long and really long that i am trying my hands on la bonel cup cakes and specially red velvet cup cakes  ,,,,,
3692,2484,i always go ahead and buy a box for myself and loved ones  ,,Positive,,,
3693,2484,red velvet cup cakes   la bonel u r lovely  ,,Positive,,,
3694,2485,chicken biryani tastes awesome from al saba restaurant but the only think i dont like is there maintenance which is too bad otherwise its really tasty and worthy too  ,,Positive,Negative,,
3695,2486,had naughty lucy veg burger meal  alive by chocolate  lychee litchi donuts and filter coffee dunkin style ,,,,,
3696,2486,the burger was cheesy and tasted good ,,Positive,,,
3697,2486,the donuts were excellent   especially the center lychee filling in the lychee litchi donut ,,Positive,,,
3698,2486,the coffee had a hint of caramel and is worth a try ,,Positive,,,
3699,2486,in all would have rated it at 3 5 as ac was not functional  but will go with 4 for donuts ,,Positive,Negative,,
3700,2487,the ambience is great for a weekend night party ,,,Positive,,
3701,2487,the outdoor seating view is super ,,,Positive,,
3702,2487,staff is friendly and very interesting dishes to choose from ,,Positive,,Positive,
3703,2487,the tacos are the best on the menu ,,Positive,,,
3704,2487,do try ,,Positive,,,
3705,2488,while the food is pretty similar and standard to their begumpet outlet  the ambience is worthy of a mention here ,,Neutral,Positive,,
3706,2488,the service is definitely better ,,,,Positive,
3707,2488,do up your game with some of the dishes though ,,,,,
3708,2489,i will start off by talking about it s ambience and location which i believe  and am sure most will agree  are it s highlights ,,,Positive,,
3709,2489,located inside the serenity of boulder hills  away from the hullabaloo of the busy city  it offers a sense of calm ,,,Positive,,
3710,2489,the simple yet elegant decor   is what clicked for me right from the moment i walked in ,,,Positive,,
3711,2489,it has both and indoor and outdoor sitting ,,,Neutral,,
3712,2489,the indoor sitting though comfortable and well lit  i would suggest the outdoor one simply because of the view it has to offer ,,,Positive,,
3713,2489,the streches of green pasture of the golf club adjacent to it and the mild breeze that blows across it   definitely refreshes your soul as you sit sipping on your drink ,,,Positive,,
3714,2489,i visited it on a summer evening and it was a pleasant experience to say the least ,,,,,Positive
3715,2489,now coming to the food and beverages part  definitely a little on the bulkier side but you got to expect that from a place like this located in the midst of all vip locality  ,,,,,
3716,2489,the cocktails are good and do ask the waiter for in house food specialities which may not be mentioned in the menu ,,Positive,,,
3717,2489,and yes they have a novel concept of high tea served along with alcoholic beverages   which is served during the early hours of the evening  4 7 pm    with the set up they have i believe this is a must try ,,,Positive,,
3718,2489,overall it s a nice place to spend a quiet afternoon or evening   with family or friends ,,,Positive,,
3719,2489,p s ,,,,,
3720,2489,don t go there looking for dance and high pitch music  you might be disappointed ,,,Negative,,
3721,2490,been there for having snacks so ordered kebabs one is paneer and other is chicken they were awesome and good place to have chat with friends and complete the fooding ,,Positive,Positive,,
3722,2491,good food     barbeque chicken was lit    it was so spicy   though i liked it very much   i also ordered chicken popcorn which i felt was tasteless  however the place and the service was good   ,,Neutral,Positive,Positive,
3723,2492,good place to hangout with friends ,,,Positive,,
3724,2492,nice music nice ambience nice food ,,Positive,Positive,,
3725,2492,it also has a outdoor seating so one who likes to have that seating ,,,Neutral,,
3726,2492,it is also a good place with good atmosphere ,,,Positive,,
3727,2492,its a bar exchange so order wisely that s the only thing to take care of ,Neutral,,,,
3728,2492,if you are traveling to hyd ,,,,,
3729,2492,and don t want to go any random place for pubbing ,,,,,
3730,2492,you surely can rely on this place ,,,Positive,,
3731,2493,food is just average but the ambiance and the quality of service is amazing ,,Neutral,Positive,Positive,
3732,2493,i love their chicken lasagna and stroganoff ,,Positive,,,
3733,2493,chicken nachos and 10d special chicken pizza are the dishes i almost always order ,,Positive,,,
3734,2493,their beers are good ,,Positive,,,
3735,2494,it s just like the other chocolate room outlet i ve visited and the only difference i noticed here is the missing cycle ,,,Neutral,,
3736,2494,service is good but it s unhygienic even though it doesn t look like one ,,,Negative,Positive,
3737,2494,chocizza and sandwich are worth trying here ,,Positive,,,
3738,2494,it s accessible to gachibowli residents and it s located midst other leading outlets ,,,Positive,,
3739,2495,tiki shak  gachibowli   hyderabad  the gachibowli branch ofthis amazing pub was perhaps my best visit for having drinks  chit chat and dance with my group ,,,Positive,,
3740,2495,the place is only and solely for party animals  completely spacious with both indoor and outdoor seating ,,,Positive,,
3741,2495,they have these amazing orange bulbs hanging from cane baskets on the ceiling and candlelit high seat tables ,,,Positive,,
3742,2495,the best time to go here is on friday night after work  or when you feel claustrophobic at other pubs since the outdoor seating is breezy  plus there s live music by a dj  live entertainment and wifi ,,,Positive,,
3743,2495,so dance at this spacious place without having to worry about bumping into your neighbours  feet ,,,Positive,,
3744,2495,among drink they have everything from the regular combos of vodkas  regular margaritas  beer to desi and angrezi whiskey ,,Positive,,,
3745,2495,if you want to try something different after work  then do try their helmet pop  for inr 980   which is an experience in itself  ,Positive,Positive,,,
3746,2495,this involves finishing your drinks bottoms up with a helmet that gets smashed with every glass you gulp ,,,Positive,,
3747,2495,for food  try their chilli cheese toast  finger chips  chilli chicken  masala peanuts and spring rolls ,,Positive,,,
3748,2495,the prices are really pocket friendly ,Positive,,,,
3749,2495,follow our instagram and facebook page by clicking on the link ,,,,,
3750,2495,https   www instagram com hunger daddy   https   www facebook com hungerdaddy23   go places  ,,,,,
3751,2495,explore food  ,,Positive,,,
3752,2496,i ordered the signature chicken wings through zomato  which is 1xfrench fries  6x chicken wings  and one coke 350ml  ,,,,,
3753,2496,quantity was satisfactory ,,Positive,,,
3754,2496,packaging of the food was good ,,,,Positive,
3755,2496,i really liked how they packaged the coke  which was still a bit cold when it arrived ,,,,Positive,
3756,2496,some may call it excessive packaging however ,,,,Negative,
3757,2496,the fries were warm and well salted ,,Positive,,,
3758,2496,but they were not crispy ,,Negative,,,
3759,2496,this could be the fault of delivery  so i am not upset ,,,,Negative,
3760,2496,only 1 restaurant in zomato has so far managed to deliver crispy fries consistently ,,,,Positive,
3761,2496,the wings were covered in brown gravy ,,Neutral,,,
3762,2496,i was expecting crispy wings like in the photograph ,,Negative,,,
3763,2496,while the wings were certainly not bad  i did not enjoy it very much ,,Negative,,,
3764,2496,i would recommend you order from the restaurant and try it out once yourself ,,Positive,,,
3765,2497,i got a lot of stuff which are cooked in pot those are simply awesome i really loved the starters very much and mainly the pulavs are superr,,Positive,,,
3766,2498,the dining area is peaceful ,,,Positive,,
3767,2498,perfect place to have conversations over lunch ,,,Positive,,
3768,2498,hmm  but if you are too hungry you can totally skip the conversations  p   various types of salads are available  if you are a weight watcher or you are a conscious eater     i went mad over the hunan chicken  it was just amazing ,,Positive,,,
3769,2498,peri peri chicken was so tender and juicy with the perfect amount of spice in it ,,Positive,,,
3770,2498,when i went the spread had a mix of chinese  italian  continental  and south   north indian food ,,Neutral,,,
3771,2498,the only thing that disappointed me was the mutton ,,Negative,,,
3772,2498,it was a bit undercooked ,,Negative,,,
3773,2498,it was to my surprise to find an undercooked food in such a big hotel ,,Negative,,,
3774,2498,desert  i feel they can do a lot more but i can vouch for the baked yogurt  the taste is just heaven and you can eat as much as you want as all the desert are sugar free ,,Positive,,,
3775,2498,staff are really cordial and are always with a smile on their face   ,,,,Positive,
3776,2499,i could have given a 5 but then cleanliness could be improved especially in lunch timings     a regular visitor only because they have the best ribs in town     ummmm they just melt in your mouth  ,,Positive,,,
3777,2499,awesome spicy food a good ambience    place has potential  ,,Positive,Positive,,
3778,2500,simple and elegant ambience   polite staff   food was really good   especially the non veg platter must try theme  ,,Positive,Positive,Positive,
3779,2500,comfortable seating  ,,,Positive,,
3780,2500,they really make the best and must try cocktails  they just enjoy serving their new trials with cocktails   served as complimentary for me when they tried it and the immediate minute it s worth an order of it  ,,Positive,,Positive,
3781,2501,the food here is excellent i have tried the veg and non veg  both are good at taste the cost is more compared to the quantity of the biryani ,Positive,Positive,,,
3782,2502,went for a sunday brunch with family ,,,,,
3783,2502,the spread is absolutely massive  though veg options were limited  especially starters ,,Neutral,,,
3784,2502,however  the food itself is lip smacking good  no matter what we tried ,,Positive,,,
3785,2502,the staff was courteous  and always available to assist ,,,,Positive,
3786,2502,ambience was nice  though the live music was a little too loud  for our liking ,,,Neutral,,
3787,2503,been here a lot of times and it s a place to go to when weather is nice as its in the open ,,,Positive,,
3788,2503,food is good and menu has decent choices ,,Positive,,,
3789,2503,dance floor is limited to couples though or you have to have at least a girl in your group to enjoy dancing ,,,Negative,,
3790,2504,this store maintains the quality   brand name of domino s ,,Positive,,,
3791,2504,their burger pizza is great in taste ,,Positive,,,
3792,2504,its perfect balance of spices   the bland bread taste ,,Positive,,,
3793,2504,our order was delivered on time and in good condition ,,,,Positive,
3794,2504,overall its a good experience ,,,,,Positive
3795,2505,my wife loves the tiramisu here though priced higher than what i would have expected ,Negative,Positive,,,
3796,2505,we also ordered a pizza which was good given they make it fresh and you can see the whole process if you take a seat at the back ,,Positive,Positive,,
3797,2505,i liked the coffee  strong ,,Positive,,,
3798,2506,this place is a hiddengem ,,Positive,,,
3799,2506,went to buy their sourdough bread ended up having their mushroom soup  death by chocolate cake and key lime tart ,,Positive,,,
3800,2506,mushroom soup came with grilled sourdough  everything was good about it ,,Positive,,,
3801,2506,the bread could be toasted with garlic butter  the bread itself we ended up using as garlic bread with our pasta at home which was really good ,,Positive,,,
3802,2506,the bread is something we will go again to buy ,,Positive,,,
3803,2506,lime tart was better than expectation  ,,Positive,,,
3804,2506,the cream was way too much ,,Negative,,,
3805,2506,death by chocolate was delicious  rich chocolate ,,Positive,,,
3806,2506,was not able to finish in one go  will have to get on it tomorrow again ,,Neutral,,,
3807,2506,highly recommend this place ,,Positive,,,
3808,2506,will go their again for there sandwiches sourdough pizza and burger ,,Positive,,,
3809,2507,surprisingly well versed ambience ,,,Positive,,
3810,2507,the place is massive with a get away from city feel ,,,Positive,,
3811,2507,they serve wonderfully cooked seafoods goan focused  ,,Positive,,,
3812,2507,a tad bit of coastal flavoured along with choice of alcoholic and non alcoholic beverages ,,Neutral,,,
3813,2507,i would recommend  to book table before hand  there are variety of sit outs to choose from ,,,Positive,,
3814,2507,i would highly recommend this place if you re a seafood lover ,,Positive,,,
3815,2508,bagels   is what i have most loved here and the pasta is great as always  ,,Positive,,,
3816,2508,the staff is friendly and quick ,,,,Positive,
3817,2508,overall it is a bit expensive but if you have some free time to spend do visit this place  ,Negative,,Positive,,
3818,2509,nice place for a dinner date ,,,Positive,,
3819,2509,food is good  ambience is good  service is good ,,Positive,Positive,Positive,
3820,2509,tried thai  taste was good  wasn t click worthy  no complaints though ,,Positive,,,
3821,2510,simple place but very tasty sizzlers ,,Positive,,,
3822,2510,portioning for the sizzlers are also excellent ,,Positive,,,
3823,2510,service was also good ,,,,Positive,
3824,2510,i tried one of the chicken sizzlers and loved the plating and all the added stuff that came along ,,Positive,,,
3825,2511,we went many times along with my office colligues to being hungry ,,,,,
3826,2511,the place was very small and congested ,,,Negative,,
3827,2511,we have ordered chicken lollipop  dry veg munchurian   kaju pulao egg biryani chicken biryani  panner biryani  chicken drumsticks chicken 65 ,,,,,
3828,2511,all starters are simply superb i liked veg munchurian very much coming to pulao and biryanies  chicken items are simply superb ,,Positive,,,
3829,2511,but in panner and kaju pulao the masala is very less ,,Negative,,,
3830,2511,i felt like i am eating plain rice ,,Negative,,,
3831,2511,if they would have been added little bit spices it would be great ,,Negative,,,
3832,2511,but after that i have ordered veg munchurian dry many times ,,Positive,,,
3833,2512,good ambience ,,,Positive,,
3834,2512,the food was great ,,Positive,,,
3835,2512,we tried veg platter and schezwan noodles ,,,,,
3836,2512,i liked the beer best ,,Positive,,,
3837,2512,lots of brews available ,,,,,
3838,2512,each flavour was different ,,,,,
3839,2512,i loved barbar and green killer ipa ,,Positive,,,
3840,2512,waiters were courteous and prompt ,,,,Positive,
3841,2512,the only thing i was not satisfied about was the cleanliness in general ,,,Negative,,
3842,2512,tables were a bit greasy ,,,Negative,,
3843,2513,one of my regular food ordering place and added advantage  fast delivery cause nearby location ,,Positive,,Positive,
3844,2513,they offer high quality stuffed parathas with curd  butter and two different chutneys ,,Positive,,,
3845,2513,their mexican corn and paneer tadaka are my favorites ,,Positive,,,
3846,2513,would recommend this place if you wanna try delicious parathas ,,Positive,,,
3847,2514,wanted to have some good authentic andhra food and ulavacharu didn t disappoint me   loved the food even though it was a bit spicy  ,,Positive,,,
3848,2514,the masam vedupu pulao and the masam miriyala are a must try here   the andhra kodi kura didn t quite live up to my expectations though  ,,Neutral,,,
3849,2514,ended the meal with the rajahmundry rose milk which also ticked the box  service was fantastic throughout overall enjoyed my experience here and would recommend this place to people looking for spicy authentic andhra food  ,,Positive,,Positive,
3850,2514,cheers  ,,,,,Positive
3851,2514,p s  extra points for the motichur ladoo they gave us as a welcome snack  ,,Positive,,Positive,
3852,2515,ordered gobi paratha and aloo paratha  getting used to small parathas delivered we were wondering they would do the same and ordered two items for two people to our surprise we found the best parathas bigger more quality and more tastier ones ,,Positive,,,
3853,2515,the packaging is very good and the add ons they provide are too good ,,,,Positive,
3854,2515,truly in love with their parathas    ,,Positive,,,
3855,2516,went for a sunday bruch and compared to other places of the same league the staff is definitely the most friendliest    but the food options are the bottom most on my list ,,Negative,,Positive,
3856,2516,the food is good definitely  but for a sunday brunch the options are extremely limited compared to what s being offered around ,,Neutral,,,
3857,2516,i am thankful to the staff for pulling together a cheese platter just to accompany my wine and for that i took them to 4 from my initial 3   ,,,,Positive,
3858,2516,sometimes the smiles and the courtesy make a lot of difference and might want me to visit again ,,,,Positive,
3859,2516,and before i forget   their dessert bar is good  ,,Positive,,,
3860,2517,udipi s is perhaps one of the best budget friendly joints in the indiranagar area ,Positive,,,,
3861,2517,their ghee idly is a must try and so are their dosas ,,Positive,,,
3862,2517,if you are there for breakfast  do try their poha ,,Positive,,,
3863,2518,food   4 vfm   3 5 ambience   3 5 service   3 5  we ordered bamboo chicken and pachi mirchi kodi pulao ,,,,,
3864,2518,both the dishes had fresh ingredients ,,Positive,,,
3865,2518,bamboo chicken has good flavors but was more than mildly spicy ,,Neutral,,,
3866,2518,it is served directly from the bamboo box it is cooked in ,,Positive,,,
3867,2518,it also has dry gravy so it s not entirely a good choice for starters  will go well with any indian bread ,,Negative,,,
3868,2518,pachi mirchi kodi pulao was awesome ,,Positive,,,
3869,2518,the rice was flavorful ,,Positive,,,
3870,2518,chicken curry served over it was semi   gravy and yummy as well ,,Positive,,,
3871,2518,the chicken was nicely complementing the rice ,,Positive,,,
3872,2518,service can be improved a bit ,,,,Negative,
3873,2518,will go again to this place to try other dishes ,,Positive,,,
3874,2519,the place is really nice and they make amazing cocktails    they are awesome    they have really tasty starters esp their jalape o cheese balls     don t know if they still allow stags    they used to let us in when it opened new at gachibowli  food   5 5 drinks   4 5 5 ambience   3 5 5 service   5 5 price   totally worth it,Positive,Positive,,Positive,
3875,2520,i had visited zega on weekdays for lunch few times earlier and felt underwhelmed overall ,,Negative,,,
3876,2520,last visit for a sunday dinner changed the perception however ,,Positive,,,
3877,2520,first of all  the ambiance comes alive in the night with a lounge like feel  and even the otherwise boring corporate concrete jungle around seems better in the night from a height ,,,Positive,,
3878,2520,i am guessing they put their best efforts on a weekend compared to weekdays as the food quality was significantly better ,,Positive,,,
3879,2520,food order was two varieties of veg sushis  the crispy one was very well made   soft noodles  and a coconut based thai curry  which was neither too sweet nor heavy on the stomach  very well made overall  ,,Positive,,,
3880,2520,and the place was quite packed as well making it lively ,,,,Positive,
3881,2520,overall  worth visiting ,,Positive,,,
3882,2521,punjabi thali is awesome ,,Positive,,,
3883,2521,dal makhani  mix veg   and mushroom is recommended ,,Positive,,,
3884,2521,however  cost can be reduced a bit  in particular  of the thalis ,Negative,,,,
3885,2522,beautiful cake with great flavors ,,Positive,,,
3886,2522,we ordered carrot cake with cream cheese frosting ,,,,,
3887,2522,it was really delicious  it had a slight hint of cinnamon unlike usual cakes with overwhelming flavors ,,Positive,,,
3888,2522,it was mild and tasty ,,Positive,,,
3889,2522,it also had some amazing unique flavors which we would love to try on our next trip to this cute place ,,Positive,Positive,,
3890,2523,been here too many times and as always this place never disappoints me ,,Positive,,,
3891,2523,so last time i went here and we ordered chicken lasagna and singaporean prawns  also cold coffee  not in picture  kheema pav is my all time favourite dish over here ,,Positive,,,
3892,2523,do give it a try ,,Positive,,,
3893,2523,i will recommend you to book table because sometimes this place is too busy ,,,,Negative,
3894,2523,staff is polite and well trained  service is prompt  and ambience is great ,,,Positive,Positive,
3895,2524,it s a fact that the entire hyderabad waits for ramadan just so that they can have haleem and no place better to do that than the king of haleems  shah ghouse ,,Positive,,,
3896,2524,tip  ask the person to get you a no added oil haleem and trust me  it tastes much better ,,Positive,,,
3897,2524,we also have the habit of adding pathar ka gosht on top to make it taste even more delicious ,,Positive,,,
3898,2525,it took me so long to pen down this review  6 days to be exact ,,,,,
3899,2525,and why you ask ,,,,,
3900,2525,well that s because i had to taste 6 donuts in all ,,,,,
3901,2525,yess  i decided to try the festive rakhi donut box that comes with 6 mini donuts ranging from death by chocolate  chocolate filled  mango flavored  two classics  etc ,,Positive,,,
3902,2525,all this priced at rs 199 plus taxes ,,,,,
3903,2525,this roughly came out to rs 243 ,,,,,
3904,2525,so much goodness in one box ,,Positive,,,
3905,2525,now i can t name each of the donuts but i can say that majority were chocolate based ,,,,,
3906,2525,of the 6 donuts  2 were classic style and rest 4 were filled ones ,,,,,
3907,2525,the first one was the classic sugar coated ,,,,,
3908,2525,simple and goody good ,,Positive,,,
3909,2525,the second one was a chocolate coated classic donut ,,,,,
3910,2525,this one was fine ,,Neutral,,,
3911,2525,next up the mango flavored one ,,,,,
3912,2525,this one had a mango glaze on top and center filled with mango puree or jam ,,,,,
3913,2525,this was a fresh taste after so much chocolate ,,Positive,,,
3914,2525,the fourth one i think was death by chocolate ,,Positive,,,
3915,2525,this one had a delicious chocolate coating on top and center filled with gooey chocolate ,,Positive,,,
3916,2525,the fifth one had a chocolate topping but cream filling ,,,,,
3917,2525,this one was ok ,,Neutral,,,
3918,2525,the last one again had a chocolate topping and a vanilla filling ,,,,,
3919,2525,this one was good ,,Positive,,,
3920,2525,the topping had some sprinkles too ,,,,,
3921,2525,all in all a sinful treat for all donut heads out there ,,,,,
3922,2525,definitely a must try ,,,,,
3923,2525,breaking away from my usual style of writing i will come to the location and ambience after the food ,,,,,
3924,2525,so this outlet is located on the ground floor of sln terminus ,,,,,
3925,2525,very easy to locate ,,,Positive,,
3926,2525,the board is visible from the road ,,,Positive,,
3927,2525,the interiors like other dunkin donuts outlets is quirky with pop colour furniture and interesting wall designs ,,,Positive,,
3928,2525,on a sunday afternoon the place was moderately crowded ,,,,,
3929,2525,service was good ,,,,Positive,
3930,2525,no issues there ,,,,,Neutral
3931,2525,would love to visit again ,,Positive,,,
3932,2526,i came here with my family last month we had a burger and taste is good and good place for family and friends and pleople can bring their children   ,,Positive,Positive,,
3933,2527,good place ,,,Positive,,
3934,2527,didn t really like the dj music but it is better than a few other places in and around gachibowli ,,,Neutral,,
3935,2527,ladies night a big plus to check out ,,,,,Positive
3936,2527,food was good ,,Positive,,,
3937,2527,open area so the environment isn t that great during summers,,,Positive,,
3938,2528,we ordered fruit exotica  it was worth the money ,,Positive,,,
3939,2528,had many fruits overloaded into it ,,Positive,,,
3940,2528,had many seasonal fruits along with other fruits ,,,,,
3941,2528,can try this anytime ,,Positive,,,
3942,2529,amazing place to chill ,,,Positive,,
3943,2529,live music and ambience is up to the mark ,,,Positive,,
3944,2529,food is fine ,,Neutral,,,
3945,2529,they should include some options in mocktails and drinks ,,Negative,,,
3946,2529,overall a good place to hangout with friends ,,,Positive,,
3947,2530,great  lively place to hang out with friends ,,,Positive,,
3948,2530,music here is great  dj surely knows his music ,,,Positive,,
3949,2530,service is top notch too ,,,,Positive,
3950,2530,food wise  starters were yummy ,,Positive,,,
3951,2530,has paneer kadhai and roti  found it to be spicy but tasty ,,Positive,,,
3952,2530,the outdoor space offers great views of the city ,,,Positive,,
3953,2530,overall a o brainer when it comes to having good times with friends ,,,Positive,,
3954,2531,one of the most staisfying biryani s in the city   you will definitely pop water from your eyes when you eat this freaking biryani   especially the pot thing  well situated at dlf which is few metres away from majority of it companies   so visit when you get a chance,,Positive,Positive,,
3955,2532,been the place for lunch and i loved the ambiance over there which resembles the same as goa and the person who loves sea food will be attracted to this place   ,,Positive,Positive,,
3956,2533,this place is good for a casual lunch and dinner with friends or family ,,Positive,Positive,,
3957,2533,this place offers a wide variety of sizzlers and other starters and main course as well  ,,Positive,,,
3958,2533,during my last 2 visits i ve tried a non veg platter  2 3 different types of non veg sizzlers  tikka pizza with add ons like fries   n all ,,,,,
3959,2533,while the food they serve is good but they could do better with service ,,Positive,,Negative,
3960,2533,service isn t up to the mark   once your order is taken it s lost somewhere until it really arrives at your table  after 20 mins   and once the food is at your table the waiter will never show up again to ask if you need anything else or how s the food     ,,,,Negative,
3961,2533,well not just that ask for a chutney or mayonnaise or a water bottle you ain t getting it until you call up to them couple of times ,,,,Negative,
3962,2534,food s amazing  the place is gorgeous but there needs to be better coordination amongst the staff ,,Positive,Positive,Negative,
3963,2534,they got royally confused on our booking and made us switch restaurants ,,,,Negative,
3964,2534,do try the pizza offerings because trust me they are as close to authentic as it gets ,,Positive,,,
3965,2535,i was here at this place for lunch with my colleague ,,,,,
3966,2535,this place is quite popular among people working at deloitte  meenakshi   gachibowli though it is small place we had a chicken makhani pizza ,,Positive,,Negative,
3967,2535,the pizza was very good and it was made with thin crest ,,Positive,,,
3968,2535,the ambience was also good ,,,Positive,,
3969,2535,the bakery products in display also seemed to be fresh and delicious  though couldn t taste them ,,Positive,,,
3970,2535,pricing wise  it is a bit on the higher side i felt ,Negative,,,,
3971,2535,overall it was a good experience here at this place and i would rate this as food   4 5 ambience   4 5 5 service   4 5,,Positive,Positive,Positive,
3972,2536,food is very good and tasty ambience is good enough ,,Positive,Positive,,
3973,2536,egg biryani and ulavavacharu biryani is superb i think price is bit high veg and egg starters are good enough bongu lo chicken is fantastic ,,Positive,,,
3974,2537,if midnight hunger strikes you  driven cafes are the best place to rush to ,,Positive,,,
3975,2537,aura is compact and beautiful  and the playlist they play is quite catchy ,,,,,Positive
3976,2537,i was really amused to visit this place last night ,,,Positive,,
3977,2538,today we went to this place for office party ,,,,,
3978,2538,the place seems to be strategically located near bio diversity signal in order to cater crowd from near by tech parks ,,,Positive,,
3979,2538,the place is little small and can accommodate maximum of 50 60 people during full house ,,,Negative,,
3980,2538,they have their own brewery with many variants in beer ,,Positive,,,
3981,2538,the food quality is very good for both veg and non veg options ,,Positive,,,
3982,2539,stopped for lunch here ,,,,,
3983,2539,service is very quick and polite ,,,,Positive,
3984,2539,ordered two family pack biryani for 7 of us ,,,,,
3985,2539,quantity is quite good ,,Positive,,,
3986,2539,moreover the biryani is awesome ,,,,,
3987,2539,one of the best biryani places in and around ,,Positive,,,
3988,2539,keep it up ,,,,,Positive
3989,2540,delivered late,,,,Negative,
3990,2541,went for team outing here all sizzlers pretty are same here just main indegridint changes ,,Neutral,,,
3991,2541,the service is a bit slow ,,,,Negative,
3992,2541,ambience is nice ,,,Positive,,
3993,2541,there brownie sizzler is good ,,Positive,,,
3994,2541,the staff is courteous ,,,,Positive,
3995,2542,this is the place you should be  if you are treating your friends full meals without burning your pocket   everything we ordered was tasty and good quantity  ,Positive,Positive,,,
3996,2543,i ve only tried vegetarian food as take away from here ,,,,,
3997,2543,dal makhani is a must try  ,,Positive,,,
3998,2543,tried kadai paneer couple of times it s subtle and flavorful ,,Positive,,,
3999,2543,the malai kofta gravy is more on the sweeter side   ,,Neutral,,,
4000,2544,tempteys recently revamped their menu  and we got a chance to try the additions at their gachibowli outlet ,,,,,
4001,2544,this outlet is a mere walking distance away from dlf  and easily locatable in the building next to vijaya bank ,,,Positive,,
4002,2544,all their shakes come with the options of 2 bases gelato  icecream  and avalanche  yoghurt  ,,,,,
4003,2544,here s a list of the new ones  and how they fared ,,,,,
4004,2544,poppy corn  it looks quite plain  but one sip  and you ll be amazed at the smoky flavour of popcorn hitting you from the sweet shake ,,Neutral,,,
4005,2544,merry cherry and crunchy forest berry are for those who love the berries ,,Positive,,,
4006,2544,if you re a mint enthusiast  do try the mint o fruit shake ,,Positive,,,
4007,2544,for those who can t get enough of cookie shakes  cookie feast comes in with oreo and little hearts stacked on the top ,,Negative,,,
4008,2544,coffee addicts can try the very appealing coffee hazelnut  which was absolutely a pretty sight too ,,Positive,,,
4009,2544,my personal favourite  though  was caramel brownie ,,Positive,,,
4010,2544,the flavour of caramel  with chewy chunks of brownie  and a topping of whipped cream   heavenly ,,Positive,,,
4011,2544,another good one was the cheese cake shake ,,Positive,,,
4012,2544,it felt like a fruit cake  blended into a shake  and is good if you enjoy that flavour ,,Positive,,,
4013,2544,there s a whole set of flavours of slushies as well ,,Positive,,,
4014,2544,just in case  it gets too sweet  they have french fries and potato wedges  available in a total of 8 flavours ,,Neutral,,,
4015,2544,they come in cute little boxes  that you can probably carry away too ,,,,Positive,
4016,2544,we tried and absolutely loved the chilli garlic  real white cheese  and cajun spice flavours ,,Positive,,,
4017,2544,at 89 bucks  they re quite good to be honest ,,Positive,,,
4018,2544,do give them a try whenever you re around ,,Positive,,,
4019,2544, by invite ,,,,,
4020,2545,firstly  the ambience is amazing ,,,Positive,,
4021,2545,i like the way the whole decor is simple  yet endearing ,,,Positive,,
4022,2545,while the building is not impressive from the outside  the set up is pretty good ,,,Neutral,,
4023,2545,coming to the food  the spread was lavish ,,Positive,,,
4024,2545,especially the desserts were amazing and are definitely the highlight of the buffet ,,Positive,,,
4025,2545,however  we ordered mocktails which were a disappointment ,,Negative,,,
4026,2545,further  there were hardly any starters which was definitely something that we did not expect ,,Negative,,,
4027,2545,the staff was cordial and quite helpful when we needed cutlery or help with a dish ,,,,Positive,
4028,2545,overall  definitely worth a visit ,,Positive,,,
4029,2546,beautiful ambience ,,,Positive,,
4030,2546,nice place to chill with some really good food ,,Positive,Positive,,
4031,2546,i really liked the burger which i had over here ,,Positive,,,
4032,2546,something that stood out for me ,,Positive,,,
4033,2547,ambiance is really good and it s very close to financial district ,,,Positive,,
4034,2547,restaurant staff is very helpful and polite ,,,,Positive,
4035,2547,i visited this place many times for corporate lunches ,,,,,
4036,2547,you will get verity of options for lunch ,,Positive,,,
4037,2547,food is tasty and less spicy ,,Positive,,,
4038,2547,lunch cost around 1000 per person ,,,,,
