,sentence,price,quality,environment,service,other
3847,been here too many times and as always this place never disappoints me ,0,1,0,0,0
3848,so last time i went here and we ordered chicken lasagna and singaporean prawns  also cold coffee  not in picture  kheema pav is my all time favourite dish over here ,0,1,0,0,0
3849,do give it a try ,0,1,0,0,0
3850,i will recommend you to book table because sometimes this place is too busy ,0,0,0,1,0
3851,staff is polite and well trained  service is prompt  and ambience is great ,0,0,1,1,0
3852,it s a fact that the entire hyderabad waits for ramadan just so that they can have haleem and no place better to do that than the king of haleems  shah ghouse ,0,1,0,0,0
3853,tip  ask the person to get you a no added oil haleem and trust me  it tastes much better ,0,1,0,0,0
3854,we also have the habit of adding pathar ka gosht on top to make it taste even more delicious ,0,1,0,0,0
3855,it took me so long to pen down this review  6 days to be exact ,0,0,0,0,0
3856,and why you ask ,0,0,0,0,0
3857,well that s because i had to taste 6 donuts in all ,0,0,0,0,0
3858,yess  i decided to try the festive rakhi donut box that comes with 6 mini donuts ranging from death by chocolate  chocolate filled  mango flavored  two classics  etc ,0,1,0,0,0
3859,all this priced at rs 199 plus taxes ,1,0,0,0,0
3860,this roughly came out to rs 243 ,0,0,0,0,0
3861,so much goodness in one box ,0,1,0,0,0
3862,now i can t name each of the donuts but i can say that majority were chocolate based ,0,0,0,0,0
3863,of the 6 donuts  2 were classic style and rest 4 were filled ones ,0,0,0,0,0
3864,the first one was the classic sugar coated ,0,0,0,0,0
3865,simple and goody good ,0,1,0,0,0
3866,the second one was a chocolate coated classic donut ,0,0,0,0,0
3867,this one was fine ,0,1,0,0,0
3868,next up the mango flavored one ,0,0,0,0,0
3869,this one had a mango glaze on top and center filled with mango puree or jam ,0,0,0,0,0
3870,this was a fresh taste after so much chocolate ,0,1,0,0,0
3871,the fourth one i think was death by chocolate ,0,1,0,0,0
3872,this one had a delicious chocolate coating on top and center filled with gooey chocolate ,0,1,0,0,0
3873,the fifth one had a chocolate topping but cream filling ,0,0,0,0,0
3874,this one was ok ,0,1,0,0,0
3875,the last one again had a chocolate topping and a vanilla filling ,0,0,0,0,0
3876,this one was good ,0,1,0,0,0
3877,the topping had some sprinkles too ,0,0,0,0,0
3878,all in all a sinful treat for all donut heads out there ,0,0,0,0,0
3879,definitely a must try ,0,1,0,0,0
3880,breaking away from my usual style of writing i will come to the location and ambience after the food ,0,0,0,0,0
3881,so this outlet is located on the ground floor of sln terminus ,0,0,0,0,0
3882,very easy to locate ,0,0,1,0,0
3883,the board is visible from the road ,0,0,1,0,0
3884,the interiors like other dunkin donuts outlets is quirky with pop colour furniture and interesting wall designs ,0,0,1,0,0
3885,on a sunday afternoon the place was moderately crowded ,0,0,1,0,0
3886,service was good ,0,0,0,1,0
3887,no issues there ,0,0,0,0,1
3888,would love to visit again ,0,1,0,0,0
3889,i came here with my family last month we had a burger and taste is good and good place for family and friends and pleople can bring their children   ,0,1,1,0,0
3890,good place ,0,0,1,0,0
3891,didn t really like the dj music but it is better than a few other places in and around gachibowli ,0,0,1,0,0
3892,ladies night a big plus to check out ,0,0,0,0,1
3893,food was good ,0,1,0,0,0
3894,open area so the environment isn t that great during summers,0,0,1,0,0
3895,we ordered fruit exotica  it was worth the money ,0,1,0,0,0
3896,had many fruits overloaded into it ,0,1,0,0,0
3897,had many seasonal fruits along with other fruits ,0,0,0,0,0
3898,can try this anytime ,0,1,0,0,0
3899,amazing place to chill ,0,0,1,0,0
3900,live music and ambience is up to the mark ,0,0,1,0,0
3901,food is fine ,0,1,0,0,0
3902,they should include some options in mocktails and drinks ,0,1,0,0,0
3903,overall a good place to hangout with friends ,0,0,1,0,0
3904,great  lively place to hang out with friends ,0,0,1,0,0
3905,music here is great  dj surely knows his music ,0,0,1,0,0
3906,service is top notch too ,0,0,0,1,0
3907,food wise  starters were yummy ,0,1,0,0,0
3908,has paneer kadhai and roti  found it to be spicy but tasty ,0,1,0,0,0
3909,the outdoor space offers great views of the city ,0,0,1,0,0
3910,overall a o brainer when it comes to having good times with friends ,0,0,1,0,0
3911,one of the most staisfying biryani s in the city   you will definitely pop water from your eyes when you eat this freaking biryani   especially the pot thing  well situated at dlf which is few metres away from majority of it companies   so visit when you get a chance,0,1,1,0,0
3912,been the place for lunch and i loved the ambiance over there which resembles the same as goa and the person who loves sea food will be attracted to this place   ,0,1,1,0,0
3913,this place is good for a casual lunch and dinner with friends or family ,0,1,1,0,0
3914,this place offers a wide variety of sizzlers and other starters and main course as well  ,0,1,0,0,0
3915,during my last 2 visits i ve tried a non veg platter  2 3 different types of non veg sizzlers  tikka pizza with add ons like fries   n all ,0,0,0,0,0
3916,while the food they serve is good but they could do better with service ,0,1,0,1,0
3917,service isn t up to the mark   once your order is taken it s lost somewhere until it really arrives at your table  after 20 mins   and once the food is at your table the waiter will never show up again to ask if you need anything else or how s the food     ,0,0,0,1,0
3918,well not just that ask for a chutney or mayonnaise or a water bottle you ain t getting it until you call up to them couple of times ,0,0,0,1,0
3919,food s amazing  the place is gorgeous but there needs to be better coordination amongst the staff ,0,1,1,1,0
3920,they got royally confused on our booking and made us switch restaurants ,0,0,0,1,0
3921,do try the pizza offerings because trust me they are as close to authentic as it gets ,0,1,0,0,0
3922,i was here at this place for lunch with my colleague ,0,0,0,0,0
3923,this place is quite popular among people working at deloitte  meenakshi   gachibowli though it is small place we had a chicken makhani pizza ,0,1,0,1,0
3924,the pizza was very good and it was made with thin crest ,0,1,0,0,0
3925,the ambience was also good ,0,0,1,0,0
3926,the bakery products in display also seemed to be fresh and delicious  though couldn t taste them ,0,1,0,0,0
3927,pricing wise  it is a bit on the higher side i felt ,1,0,0,0,0
3928,overall it was a good experience here at this place and i would rate this as food   4 5 ambience   4 5 5 service   4 5,0,1,1,1,0
3929,food is very good and tasty ambience is good enough ,0,1,1,0,0
3930,egg biryani and ulavavacharu biryani is superb i think price is bit high veg and egg starters are good enough bongu lo chicken is fantastic ,0,1,0,0,0
3931,if midnight hunger strikes you  driven cafes are the best place to rush to ,0,1,0,0,0
3932,aura is compact and beautiful  and the playlist they play is quite catchy ,0,0,0,0,1
3933,i was really amused to visit this place last night ,0,0,1,0,0
3934,today we went to this place for office party ,0,0,0,0,0
3935,the place seems to be strategically located near bio diversity signal in order to cater crowd from near by tech parks ,0,0,1,0,0
3936,the place is little small and can accommodate maximum of 50 60 people during full house ,0,0,1,0,0
3937,they have their own brewery with many variants in beer ,0,1,0,0,0
3938,the food quality is very good for both veg and non veg options ,0,1,0,0,0
3939,stopped for lunch here ,0,0,0,0,0
3940,service is very quick and polite ,0,0,0,1,0
3941,ordered two family pack biryani for 7 of us ,0,0,0,0,0
3942,quantity is quite good ,0,1,0,0,0
3943,moreover the biryani is awesome ,0,0,0,0,0
3944,one of the best biryani places in and around ,0,1,0,0,0
3945,keep it up ,0,0,0,0,1
3946,delivered late,0,0,0,1,0
3947,went for team outing here all sizzlers pretty are same here just main indegridint changes ,0,1,0,0,0
3948,the service is a bit slow ,0,0,0,1,0
3949,ambience is nice ,0,0,1,0,0
3950,there brownie sizzler is good ,0,1,0,0,0
3951,the staff is courteous ,0,0,0,1,0
3952,this is the place you should be  if you are treating your friends full meals without burning your pocket   everything we ordered was tasty and good quantity  ,1,1,0,0,0
3953,i ve only tried vegetarian food as take away from here ,0,0,0,0,0
3954,dal makhani is a must try  ,0,1,0,0,0
3955,tried kadai paneer couple of times it s subtle and flavorful ,0,1,0,0,0
3956,the malai kofta gravy is more on the sweeter side   ,0,1,0,0,0
3957,tempteys recently revamped their menu  and we got a chance to try the additions at their gachibowli outlet ,0,0,0,0,0
3958,this outlet is a mere walking distance away from dlf  and easily locatable in the building next to vijaya bank ,0,0,1,0,0
3959,all their shakes come with the options of 2 bases gelato  icecream  and avalanche  yoghurt  ,0,0,0,0,0
3960,here s a list of the new ones  and how they fared ,0,0,0,0,0
3961,poppy corn  it looks quite plain  but one sip  and you ll be amazed at the smoky flavour of popcorn hitting you from the sweet shake ,0,1,0,0,0
3962,merry cherry and crunchy forest berry are for those who love the berries ,0,1,0,0,0
3963,if you re a mint enthusiast  do try the mint o fruit shake ,0,1,0,0,0
3964,for those who can t get enough of cookie shakes  cookie feast comes in with oreo and little hearts stacked on the top ,0,1,0,0,0
3965,coffee addicts can try the very appealing coffee hazelnut  which was absolutely a pretty sight too ,0,1,0,0,0
3966,my personal favourite  though  was caramel brownie ,0,1,0,0,0
3967,the flavour of caramel  with chewy chunks of brownie  and a topping of whipped cream   heavenly ,0,1,0,0,0
3968,another good one was the cheese cake shake ,0,1,0,0,0
3969,it felt like a fruit cake  blended into a shake  and is good if you enjoy that flavour ,0,1,0,0,0
3970,there s a whole set of flavours of slushies as well ,0,1,0,0,0
3971,just in case  it gets too sweet  they have french fries and potato wedges  available in a total of 8 flavours ,0,1,0,0,0
3972,they come in cute little boxes  that you can probably carry away too ,0,0,0,1,0
3973,we tried and absolutely loved the chilli garlic  real white cheese  and cajun spice flavours ,0,1,0,0,0
3974,at 89 bucks  they re quite good to be honest ,0,1,0,0,0
3975,do give them a try whenever you re around ,0,1,0,0,0
3976, by invite ,0,0,0,0,0
3977,firstly  the ambience is amazing ,0,0,1,0,0
3978,i like the way the whole decor is simple  yet endearing ,0,0,1,0,0
3979,while the building is not impressive from the outside  the set up is pretty good ,0,0,1,0,0
3980,coming to the food  the spread was lavish ,0,1,0,0,0
3981,especially the desserts were amazing and are definitely the highlight of the buffet ,0,1,0,0,0
3982,however  we ordered mocktails which were a disappointment ,0,1,0,0,0
3983,further  there were hardly any starters which was definitely something that we did not expect ,0,1,0,0,0
3984,the staff was cordial and quite helpful when we needed cutlery or help with a dish ,0,0,0,1,0
3985,overall  definitely worth a visit ,0,1,0,0,0
3986,beautiful ambience ,0,0,1,0,0
3987,nice place to chill with some really good food ,0,1,1,0,0
3988,i really liked the burger which i had over here ,0,1,0,0,0
3989,something that stood out for me ,0,1,0,0,0
3990,ambiance is really good and it s very close to financial district ,0,0,1,0,0
3991,restaurant staff is very helpful and polite ,0,0,0,1,0
3992,i visited this place many times for corporate lunches ,0,0,0,0,0
3993,you will get verity of options for lunch ,0,1,0,0,0
3994,food is tasty and less spicy ,0,1,0,0,0
3995,lunch cost around 1000 per person ,0,0,0,0,0
3996,once i visited this place for dinner and got to know that they serve very few options for dinner buffet ,0,1,0,0,0
3997,dinner buffet is usually for their resident guests and it cost around 700 per person ,0,0,0,0,0
3998,though you can enjoy a la carte ,0,1,0,0,0
3999,restaurant also have full bar available ,0,0,0,1,0
4000,every day 4pm to 8pm is happy hour ,0,0,0,0,1
4001,zomato gold option is not available ,0,0,0,1,0
4002,hmmm,0,0,0,0,0
4003,having heard a lot of hype surrounding this place  and the 4 5 rating on zomato  it was on my wishlist for ages  but i was always skeptical of the taste  being too authentic and a totally new cuisine ,0,0,0,0,1
4004,the former proved to be true  and was the primary reason i didn t have a very pleasing dinner ,0,1,0,0,0
4005,it s a small and cute little diner like cafe  with minimalistic and soothing interiors ,0,0,1,0,0
4006,the sour smell of fermentation was nauseating initially  but i got used to it in just a few minutes ,0,1,0,0,0
4007,some room freshener would do the trick ,0,0,0,0,0
4008,the items are priced very cheap  i had high expectations  but only to learn later the portions are just too small ,1,1,0,0,0
4009,we had     spicy drums of heaven  140 5    the only thing i could properly finish ,0,1,0,0,0
4010,a typical batter fried chicken ,0,0,0,0,0
4011,almost south indian and spicy in taste  but the coating was too thick ,0,1,0,0,0
4012,  chicken succulent yakitori  130    3 skewers with tiny chicken chunks  spring onion stem and a sesame seed drizzle ,0,0,0,0,0
4013,texture was good  but taste  average ,0,1,0,0,0
4014,sticky barbeque sauce coating it felt like ,0,0,0,0,0
4015,  chicken momos  130 5    standard  good amount of filling  with a very pungent ginger flavor ,0,1,0,0,0
4016,the coating was thick too ,0,1,0,0,0
4017,chilli chutney served alongside was not too spicy  and went well with the momos ,0,1,0,0,0
4018,  bosam  170    it was my first time trying pork belly  and i can t really judge  but it felt fatty and gooey ,0,1,0,0,0
4019,the pieces were drenched in grease ,0,1,0,0,0
4020,served with spicy kimchi which i loved ,0,1,0,0,0
4021,  chicken ramyum noodles  180    big bowl of noodles  what looked like maggi but was only a close resemblance ,0,1,0,0,0
4022,scarce chicken pieces  undercooked  dry and hard noodles  and overall a very bland taste ,0,1,0,0,0
4023,  naga steam fish  250    this was the thing causing the smell in the restaurant ,0,0,1,0,0
4024,and i couldn t tolerate it ,0,1,0,0,0
4025,a very very pungent and strong odor ,0,1,0,0,0
4026,the fish had a great texture and was steamed to perfection ,0,1,0,0,0
4027,served with steamed white rice ,0,0,0,0,0
4028,whatever i mentioned about the food  was just my impression  and maybe because it was the first time trying out this new cuisine  i didn t really like it ,0,1,0,0,0
4029,however  one thing that was disappointing was the service ,0,0,0,1,0
4030,it was slow and just took ages ,0,0,0,1,0
4031,once the food arrived  it was fine but again the bill took more than 20 minutes ,0,1,0,1,0
4032,as many others have already said  i guess  the strong point of this place is their pork preparations  and i would recommend this place purely for that ,0,1,0,0,0
4033,an elaborate menu with lots of options  priced well ,1,0,0,0,0
4034,here s my overall score  food   3 5 5  not judging what i tried first time don t know about  ambience   4 5  get a room freshener  ,0,0,1,0,0
4035,service   3 5 vfm   4 5,0,0,0,1,0
4036,this place is a roadside burger joint ,0,1,0,0,0
4037,their million way burger is a must try ,0,1,0,0,0
4038,the chicken is grilled freshly in charcoal and is juicy  tender in texture ,0,1,0,0,0
4039,this place is quite close to our office  but still instead of going  me and my colleagues generally order from zomato ,0,0,1,0,0
4040,i have tried a number of their dishes  but the only one thing that stands out is their being hungry special chicken biryani ,0,1,0,0,0
4041,my father has a restaurant in delhi  and he ensures that whenever i m travelling to delhi  i get that biryani for him from hyderabad ,0,1,0,0,0
4042,so that s the level of love my family has for this biryani ,0,1,0,0,0
4043,do try it out ,0,1,0,0,0
4044,p s ,0,0,0,0,0
4045,you guys may check out my instagram page for interesting food feeds  simbas sister,0,1,0,0,0
4046,really impressed with the food and buffet price and good ambience ,1,1,1,0,0
4047,especially fish starter and fruit pudding and else ,0,1,0,0,0
4048,looking forward to visit again,0,1,0,0,0
4049,buffet is good  though expensive ,1,1,0,0,0
4050,great service and well spread food range ,0,1,0,1,0
4051,decent ambience ,0,0,1,0,0
4052,especially try out their sunday brunch or special buffets during festival time ,0,1,0,0,0
4053,cold coffee here is really good with the wiped cream ,0,1,0,0,0
4054,didn t expect the garlic bread with corn be so good ,0,1,0,0,0
4055,better than many places ,0,1,0,0,0
4056,next time will be trying waffle for which this place is more known  have been at other branches ,0,1,0,0,0
4057,ambiance was good here ,0,0,1,0,0
4058,veg sizzlers we ordered are not upto the mark ,0,1,0,0,0
4059,it can be improved more ,0,1,0,0,0
4060,service was also very slow ,0,0,0,1,0
4061,over all it s ok for one time visit ,0,1,0,0,0
4062,vegetarian options in this place were really good  buffet has some good options  special mention to panasa kaya curry  not so many options in dessert  overall a decent place easily to locate,0,1,1,0,0
4063,10downingstreet is known for it s wonderful ambience ,0,0,1,0,0
4064,their in house brew is awesome ,0,0,1,0,0
4065,one of my all time favourites is the mushroom added  shepherd s pie  ,0,1,0,0,0
4066,if you want to chill with your gang on a cool sunday evening  the outdoor rooftop bar will be the place ,0,0,1,0,0
4067,they also have a cozy dance floor space ,0,0,1,0,0
4068,food   4 ambiance   4 service   4 pocket pinch   around 9k for 9 people with 6 zomato golds and around 15 starters ,1,0,0,0,0
4069,i went in a group of 9 people on a thursday night and the place was pretty empty ,0,0,1,0,0
4070,they were playing nice funky music and the ambiance was really nice ,0,0,1,0,0
4071,the service was fine like any other party place had and the taste of food was also decent ,0,1,0,1,0
4072,even though we were 9 people  they allowed us to use 6 zomato golds and i really appreciate it    the corn and cheese triangles were awesome ,0,1,0,0,0
4073,the food was served really hot and the place would be fun when there is right crowd ,0,1,1,0,0
4074,overall  a good experience ,0,1,0,0,0
4075,man this place ,0,0,0,0,1
4076,hyperlocal is one of the go to places when you have no plans but wanna go to some place to chill  eat and drink ,0,1,1,0,0
4077,the food is served in matte black plates which is my favourite part ,0,1,0,0,0
4078,we tried almost everything on the menu  perks of zomato gold  and nothing really was a disappointment ,0,1,0,0,0
4079,the place looks amazing and has a cost feel ,0,0,1,0,0
4080,they have a setup on the balcony from where the view is just amazing ,0,0,1,0,0
4081,soups  had tomato soup and sweet corn veg soup  both especially the tomato soup along with tiny breadsticks was delicious ,0,1,0,0,0
4082,starters  ordered crispy corn chilli pepper and paneer papdi kebab ,0,0,0,0,0
4083,was very much disappointed with the quantity they gave ,0,1,0,0,0
4084,we only get 4 pieces of paneer papdi kebab ,0,1,0,0,0
4085,it was crispy and tasty but could ve used a little more spice ,0,1,0,0,0
4086,the crispy corn being crispy corn tasted wonderful ,0,1,0,0,0
4087,main course  ordered paneer tikka biryani  and butter naan along with kaju paneer ,0,0,0,0,0
4088,the butter naan and the curry were decent but the paneer tikka biryani was the best paneer biryani i ve ever tasted ,0,1,0,0,0
4089,the paneer pieces were soft and creamy and the rice had a rich taste to it ,0,1,0,0,0
4090,though the biryani could ve used a little more spice  it tasted great ,0,1,0,0,0
4091,ambiance   service  this is an evening place for sure and we visited there for lunch ,0,0,1,0,0
4092,so couldn t really comment on that but whatever we could see looked very good ,0,0,1,0,0
4093,one complaint was that our seats were directly beside a bare glass and we got scorched in the sun for 40 mins before we could get a table away from it ,0,0,1,0,0
4094,avoid the seats beside the glass during afternoon hours ,0,0,1,0,0
4095,the service was a little late but the staff was friendly ,0,0,0,1,0
4096,kudos to that ,0,0,0,0,0
4097,p s ,0,0,0,0,0
4098,the only thing stopping me from giving a 3 star is that biryani and those soups ,0,1,0,0,0
4099,loved them so much that i couldn t give them a 3 ,0,1,0,0,0
4100,the food is too good ,0,1,0,0,0
4101,the place is very cosy and will give you a homely vibe ,0,0,1,0,0
4102,people there just welcome you with a big heart and a broad smile ,0,0,0,1,0
4103,i m in love with this restaurant ,0,1,0,0,0
4104,good place to hang out with family and friends ,0,0,1,0,0
4105,i tried couple of cocktails and shots ,0,0,0,0,0
4106,cocktails were not strong at all ,0,1,0,0,0
4107,so it was more of plain juice ,0,1,0,0,0
4108,i would recommend that in the cocktails menu the should also mention in details what s the base and also the content of alcohol ,0,1,0,0,0
4109,starters were great  ,0,1,0,0,0
4110,i ordered chinese platter and i was really nice ,0,1,0,0,0
4111,music was loud and lively ,0,0,1,0,0
4112,such a great ambience it has ,0,0,1,0,0
4113,food is damn tasty ,0,1,0,0,0
4114,service can be actually improved  choice of drinks and food are really less ,0,1,0,1,0
4115,would recommend it for food it has ,0,1,0,0,0
4116,the ambience of the place was great and the food was really amazing   we had delicious alfredo pasta and chicken sizzler  though felt the price was a bit on the higher side  it was worth the taste and experience   thumps up deli 9 bistro  ,1,1,1,0,0
4117,drinks 4 5 5   i think tempteys and mom rule the shakes world in terms of multiple outlets on hyderabad ,0,1,0,0,0
4118,look out for little app nearbuy for offers  ,0,0,0,0,0
4119,shakes are good  chilly and refreshing ,0,1,0,0,0
4120,my personal favorite being oreo shake ,0,1,0,0,0
4121,ambience  3 5 5  the place is cool  can hangout and can have quality talk  as it is mostly empty and most orders generally are take aways ,0,0,1,0,0
4122,one thing  they should at least keep the tables clean ,0,0,0,1,0
4123,there were so many dead flies and insects on the tables which would bring disgust ,0,0,0,1,0
4124,service  4 5  they know their work  prepare the shakes well ,0,1,0,1,0
4125,one suggestion is to provide water to the customers  as it seems ridiculous that you deny with the fact that you guys don t have water ,0,0,0,1,0
4126,wonder what u add in shakes ,0,1,0,0,0
4127,great place to dine with and enjoyed the ulavacharu chicken pulao  tastes good ,0,1,1,0,0
4128,it s a perfect venue to enjoy some of the special andhra dishes with a starry night view ,0,0,1,0,0
4129,it has a beautiful ambiance and wanna visit again ,0,0,1,0,0
4130,nice place with courteous staff ,0,0,0,1,0
4131,goooood beer ,0,1,0,0,0
4132,anytime ,0,0,0,0,0
4133,very good food ,0,1,0,0,0
4134,one of the best places in hyderabad ,0,1,0,0,0
4135,anytime better than hoppery   for beer and food  ,0,1,0,0,0
4136,ambiance was superb of ph7 specially the roof top   dj was good and the drinks and food were up to the mark    subhash was the guy who served us very well   if you are thinking of a good ambiance place with good food and drinks then should visit this place for sure   we are gonna come back very soon,0,1,1,1,0
4137,this was on our list of places to eat in hyderabad for a while  but what kept us not going is the popularity with meat ,0,0,0,0,1
4138,i am a vegetarian and wondered what i will get  seeing bibimbap on the menu   i had to try it ,0,1,0,0,0
4139,we ordered fried tofu appetiser and bibimbop and freshlime square ,0,0,0,0,0
4140,drinks were as displayed  tofu was bit disappointing  it was literally fried tofu with sauce on it and sesame seeds  can miss this if you plan to go ,0,1,0,0,0
4141,do definitely try the bap ,0,1,0,0,0
4142,tasty and filling  great portions of the veggies  rice  sauce   although rice wasnt sticky and i thought dolsot bap always came with hot claypot  nevertheless tasty ,0,1,0,0,0
4143,in the middle of the meal we asked for hot sauce and there came the sauce very tiny quantity  we were like wtf  the sauce was hot made from naga chillies yet sooo good  burned my tongue but loved every bit of it  so if you have rice remaining give this a try as well ,0,1,0,0,0
4144,staff were courteous as well ,0,0,0,1,0
4145,one star less just for the tofu ,0,1,0,0,0
4146,rest was perfect  will definitely visit again,0,1,0,0,0
4147,i personally liked the bagel with cheese and capuccino,0,1,0,0,0
4148,there was some renovation work happening outdoors when we visited this place,0,0,0,0,0
4149,we were disturbed by the noise and hence couldn t stay longer,0,0,0,1,0
4150,good for groups,0,0,0,0,1
4151,good place to go around ambience is good and crowd is good over weekends food was not that good which i thought of must try jalepeno cheese poppers ambience 4 5 food 3 5 seevice 3 5 5,0,1,1,1,0
4152,i went here to celebrate my birthday,0,0,0,0,0
4153,if you go to mustang you should sit on the terrace otherwise it isn t worth it,0,0,0,0,0
4154,the place has good service too the servers are helpful,0,0,0,1,0
4155,price is nice but quantity of curry not good,1,1,0,0,0
4156,very less quantity i got of paneer butter masala,0,1,0,0,0
4157,but the quantity of biryani is good,0,1,0,0,0
4158,the quality of complementary onion and lemon not satisfactory,0,1,0,0,0
4159,it was a ok ok,0,0,0,0,1
4160,visited ulavacharu with my son who are both non veg lovers,0,0,0,0,0
4161,the food was good but the quantity was very less for the price that was paid,1,1,0,0,0
4162,we ordered raju gari kodi pulav which costed around 400 and the meat was very less in it,1,0,0,0,0
4163,i just wonder how people praise the food and service,0,0,0,0,0
4164,maybe the day was different for me but i was really very dissapointed with the service they had given,0,0,0,1,0
4165,we asked for raita and we were served after we almost finished our mandi,0,0,0,1,0
4166,i hate such late servings,0,0,0,1,0
4167,mandi was all overhyped with taste being not that great,0,1,0,0,0
4168,instead i find it better at other places,0,0,0,0,0
4169,ambience wise it is nicer than other mandi restaurants,0,0,1,0,0
4170,however the choice of music could have been better,0,0,1,0,0
4171,overall i would say its just a waste to ur pocket and palate,0,0,0,0,1
4172,they have worst north indian food i believe,0,1,0,0,0
4173,spoiled my birthday mood since i am punjabi and ordered north indian food,0,0,0,0,0
4174,but other than that chinese and continental was good,0,1,0,0,0
4175,their safe sex on beach deink is great just,0,1,0,0,0
4176,quantity is less,0,1,0,0,0
4177,3 5 went here for dinner on saturday night,0,0,0,0,0
4178,almost empty only two other tables occupied,0,0,0,0,0
4179,so were sceptical anyways got seated,0,0,0,0,0
4180,inspite of this it took good 15 min anyone could attend us,0,0,0,1,0
4181,the reason cited was heavy rush in the partner restaurant above,0,0,1,0,0
4182,wiered however the food was served quickly,0,0,0,1,0
4183,we had tomato shorba veg pizza and crispy veg,0,0,0,0,0
4184,all items were good nothing wow to say about,0,1,0,0,0
4185,availed zomato gold,0,0,0,0,0
4186,overall ok experience nothing compelling to visit again,0,0,0,0,1
4187,need little improvement for biriyanis,0,1,0,0,0
4188,for eg,0,0,0,0,0
4189,salt was less whereas it should be proper and biriyanis should be tasty the spices should add taste,0,1,0,0,0
4190,paneer too spicy,0,1,0,0,0
4191,manchurian an naan were great,0,1,0,0,0
4192,an average place to go,0,0,0,0,1
4193,had tried their veg pizza and palak paneer puff corn puff,0,0,0,0,0
4194,not at all great,0,1,0,0,0
4195,i like their miyapur branch,0,1,0,0,0
4196,would prefer the miyapur branch to go,0,1,0,0,0
4197,good,0,0,0,0,1
4198,the quantity was great but the mutton pieces were just 4 numbers out of which 3 were bones as well,0,1,0,0,0
4199,only average impression to offer,0,0,0,0,1
4200,hope the will keep the standard better,0,0,0,0,1
4201,never disappoints me,0,0,0,0,1
4202,always up to my expectations,0,0,0,0,1
4203,great choices and i love the extra bits like the oreo s m m s etc to choose as toppings,0,1,0,0,1
4204,this place would have got more if the staff and the service improved their behavior have been this place to several times just because of the taste of the food and with the hope that staff behavior would improve but always i come back dissapointed food 4 5 main course at this place is very good,0,1,0,1,0
4205,biryani is not out of this world but tastes good,0,1,0,0,0
4206,ambience 3 5 4 the restaurant as a whole has gone renovation and it s upgraded to become ok type ambience service 2 5 very slow staff are super rude and they don t give a damn about anything,0,0,1,1,0
4207,it s a good place to order to home as you need not bear with these mannerless uncultured staff,0,0,0,1,0
4208,a chick place,0,0,0,0,1
4209,went for a team lunch,0,0,0,0,0
4210,service was very good with staff being courteous and prompt in serving food,0,0,0,1,0
4211,we opted for buffet which has decent number of options for both vegetarian and non vegeterians,0,0,0,0,0
4212,an ideal place to hangout with friends on a game night enjoying the drinks and food,0,0,0,0,1
4213,the place has a nice quiet ambience i was surprised that it wasn t crowded as you d expect a top place to be on a weekend,0,0,1,0,1
4214,we were ushered in well and we choose a nice cozy place the place had a nice charm to it,0,0,1,0,0
4215,we ordered the tangy grilled mushrooms and the glazed pork ribs but the disappointing aspect of our visit though was we were rushed into placing the order,0,0,0,0,0
4216,we came in at 10pm and we were told to place our last orders instantly when i checked they said the place shuts down at 11pm and the last order was at 10 15pm,0,0,0,1,0
4217,coming to food the mushrooms seemed a bit too tangy but that s probably my palate the glazed pork ribs were top notch and juicy and tender,0,1,0,0,0
4218,had it not been for the pushy waiters we would have liked to order drinks and a dessert too,0,0,0,1,0
4219,the waiters made sure that they cleared the plates in a jiffy and pounced on us with our last spoon handing us the copy of the bill and all of this before we even touched 11pm,0,0,0,1,0
4220,not that our intentions were to have a night out there but you don t actually liked to be rushed on your orders and food it just doesn t leave a good experience possibly the restaurant and it s employees were planning on catching a flight and made sure nothing came in the way,0,0,0,0,0
4221,the rating is for the food and the place in general service is a bare minimum,0,1,0,1,0
4222,this was very first time in south that i heard alot about northern delicacy chole bhature,0,0,0,0,0
4223,but i would say i am disappointed with the taste as it is nowhere near to what it should be and prices are also very high,1,1,0,0,0
4224,good place to hangout with friends food was nice 3 5 service was ok 2 5 ambiance was good 4 5 best time to visit is with friends is during football or cricket matches are going on,0,1,1,1,1
4225,not bad taste li l more salty other wise good,0,1,0,0,0
4226,i ordered lazeez bhuna murg biriyani,0,0,0,0,0
4227,after seeing the royal box of biriyani i was really happy,0,0,0,0,0
4228,whole packaging of raita and gulab jamun was upto the mark and really good,0,0,0,1,0
4229,but then the taste it tastes sweet,0,1,0,0,0
4230,everything was good from packaging to the mouth freshner they gave but i didnt like the taste of biriyani the quantity was good and was garnished with almonds and cashew,0,1,0,1,0
4231,heard a lot about the place and had clean and nice food delivered at home,0,1,0,0,0
4232,so i finally decided to pay a visit to the place myself,0,0,0,0,0
4233,high expectations the place was nowhere near what i had imagined,0,0,0,0,0
4234,the restaurant wasn t a very neat and hygienic place the plates were dirty and the cutlery and sauce storage boxes tainted and dirty,0,0,1,1,0
4235,the people there were not welcoming too and their uniforms were half tucked in,0,0,0,1,0
4236,moving on to the good part the food was cleaner than most non veg places in hyderabad with the chicken having a little less oil than most places,0,1,0,0,0
4237,the desserts looked sumptuous even though i was full for them i manged to take some pictures of them so from now on i am just going to get myself a delivery from that place rather than actually going there and if i go there it would be for the sole purpose of trying out the desserts,0,1,0,0,1
4238,after having dinner buffet here really wonder hiw come thia place has this rating,0,0,0,0,1
